so_id,gmv_per_so
SO_10003,596.821851270884
SO_10005,456.9519663568053
SO_10008,510.06300156794657
SO_10014,82.20184088541062
SO_10016,339.45498554128426
SO_10019,223.89897424458695
SO_10035,502.0837676160218
SO_10041,76.51616098656422
SO_10059,124.18179074167315
SO_1008,326.34000000000003
SO_10085,173.54
SO_10089,110.0106537946309
SO_10090,88.31772401968728
SO_10100,182.44314887433683
SO_10105,241.36026368599946
SO_10115,520.8758496801889
SO_10118,173.54
SO_10121,40.62240191561242
SO_10127,110.0106537946309
SO_10135,176.5
SO_10144,622.2846073180976
SO_10150,192.22
SO_10152,49.83
SO_10164,75.5712743552066
SO_10171,490.61887406763356
SO_10184,639.7909318585172
SO_10192,98.75339659666783
SO_10195,175.2312743552066
SO_10196,332.3565258363552
SO_10198,856.9330516727105
SO_10209,127.12534151290674
SO_10217,582.4043832769503
SO_10227,127.12534151290674
SO_10228,376.48
SO_10229,186.94860190537656
SO_10245,320.19154686174784
SO_10251,320.19154686174784
SO_10256,140.81872161055708
SO_10259,584.6504253535533
SO_10269,454.53728841774307
SO_10274,185.52115109181344
SO_10275,451.42449036351996
SO_10282,194.32526560850565
SO_10283,531.4282397548526
SO_10287,228.11337550265262
SO_1029,307.63538128783574
SO_10296,177.14274658495088
SO_10297,86.80168209430968
SO_10303,130.95074269839975
SO_10307,627.3579957538185
SO_10309,97.16263280425282
SO_10314,48.58131640212641
SO_10354,85.91137480542058
SO_10373,146.41289132171545
SO_10375,499.6286417160923
SO_10379,861.8184469685903
SO_10383,355.5723053641293
SO_10389,326.2132932695923
SO_10403,175.20204149606153
SO_10406,794.805978760739
SO_10407,78.3424246362557
SO_10409,1468.4297840910237
SO_10411,305.48244602275594
SO_10413,183.84108671522705
SO_10417,235.0272739087671
SO_10424,1336.422331590915
SO_10441,154.08
SO_10446,610.9648920455119
SO_10447,166.1688772346843
SO_10450,78.3424246362557
SO_10459,166.1688772346843
SO_10460,308.0213387171858
SO_10465,97.23270566035227
SO_10479,254.45228299992527
SO_10480,123.25
SO_10487,587.991346049639
SO_10515,573.4726598259681
SO_10532,324.206080768341
SO_10535,1145.7845365893902
SO_10544,371.8621270265008
SO_10546,246.5
SO_10554,123.25
SO_10579,638.7090464384424
SO_10581,242.23999999999998
SO_10587,312.19983284350974
SO_10592,45.6124042292966
SO_10605,788.8744771570662
SO_10608,72.69065128207836
SO_10610,64.1927015743482
SO_10612,192.22
SO_10617,177.5742196644656
SO_10623,158.50038518110995
SO_10629,216.29848275002547
SO_10639,637.4088122243373
SO_10645,91.346064436361
SO_10651,334.9013028374701
SO_10652,202.94
SO_10653,124.69694245803964
SO_10657,157.79234462409346
SO_10661,176.5
SO_10663,216.29848275002547
SO_10665,245.40354337606956
SO_10671,122.70177168803478
SO_10672,608.8199999999999
SO_10678,170.49771260403253
SO_10681,191.45330749373488
SO_10690,49.83
SO_10718,49.83
SO_10729,152.75872675832227
SO_10733,82.41986996643523
SO_10752,246.5
SO_10763,1037.76
SO_10764,369.0862263069325
SO_10789,65.25203034193127
SO_10805,576.2047123230528
SO_10808,145.75917237789915
SO_10816,686.6377632033765
SO_10821,192.0682374410176
SO_10846,160.48742617892105
SO_10848,532.2287558673214
SO_10888,1188.9040548331059
SO_10889,60.84295380643839
SO_10891,160.19229595716575
SO_10894,107.227725059518
SO_10897,115.73471293580157
SO_10898,80.09614797858288
SO_10908,702.7557257899346
SO_10910,83.80497293880093
SO_10920,46.094055024586055
SO_10927,33.700259934786295
SO_1094,170.82
SO_10941,104.90524299262368
SO_10950,115.73471293580157
SO_10953,114.9292046808024
SO_10965,321.35944999181584
SO_10966,267.56932727581966
SO_10970,321.35944999181584
SO_10971,115.73471293580157
SO_10974,46.094055024586055
SO_10979,954.1706446063374
SO_10984,427.35243405433135
SO_10988,175.68893144748364
SO_10990,33.700259934786295
SO_10994,138.28216507375816
SO_10997,321.35944999181584
SO_11001,137.6702993124327
SO_11005,167.60994587760186
SO_11006,142.4508113514438
SO_11007,641.8078841733674
SO_11012,321.35944999181584
SO_11014,922.5963010654577
SO_11020,80.09614797858288
SO_11027,133.59703302953554
SO_11030,104.90524299262368
SO_11033,114.9292046808024
SO_11040,392.1293477624056
SO_11041,252.5995039932351
SO_11043,435.1828358337682
SO_11044,388.17869920026936
SO_11045,214.455450119036
SO_11048,92.18811004917211
SO_11049,46.094055024586055
SO_11050,46.094055024586055
SO_11056,79.91622205137078
SO_11059,428.910900238072
SO_11074,80.09614797858288
SO_11077,214.455450119036
SO_11080,239.74866615411233
SO_11081,142.4508113514438
SO_11082,335.2198917552037
SO_11083,46.094055024586055
SO_11091,428.910900238072
SO_11093,404.05504141142006
SO_11096,747.6241429762554
SO_11103,142.4508113514438
SO_11105,214.455450119036
SO_11108,107.227725059518
SO_11109,83.80497293880093
SO_1111,180.3797639330618
SO_11113,610.6409130827838
SO_11121,80.09614797858288
SO_11124,92.18811004917211
SO_11125,68.83514965621634
SO_11130,133.59703302953554
SO_11136,453.27016583836854
SO_11141,82.22934237409562
SO_11144,151.61047853112228
SO_11147,736.1409018247134
SO_11149,453.27016583836854
SO_11153,831.4206892800324
SO_11154,460.8844374202639
SO_11156,114.21121306335294
SO_11158,83.2305050232639
SO_1116,326.8219806218847
SO_11165,333.10834688869073
SO_11177,227.47674704261817
SO_11179,88.29370365924234
SO_11185,642.3454275592005
SO_11192,154.6369794445708
SO_11193,124.1871577643925
SO_11195,228.4224261267059
SO_11197,318.4220696631569
SO_11202,37.39926546776932
SO_11207,186.28073664658874
SO_11210,190.56073902550742
SO_11213,667.842779598229
SO_11216,265.8216915944752
SO_11220,64.57391372775588
SO_11221,82.22934237409562
SO_11225,105.14331856726142
SO_11226,76.81194759558363
SO_11235,37.39926546776932
SO_11237,453.27016583836854
SO_11239,37.39926546776932
SO_11244,151.09005527945618
SO_11249,146.98356941272306
SO_11253,146.98356941272306
SO_11260,251.8716133410458
SO_11265,209.0771482949193
SO_11275,151.09005527945618
SO_11276,307.24779038233453
SO_11278,144.65832351514135
SO_11280,23.778828568423826
SO_11281,453.27016583836854
SO_11282,128.07586641495945
SO_11283,146.98356941272306
SO_11286,679.6369047824135
SO_11291,267.2926680508866
SO_11292,373.2258856780692
SO_11297,151.09005527945618
SO_11299,824.4346054839558
SO_11303,251.8716133410458
SO_11304,256.1517328299189
SO_1131,98.64214030099225
SO_11310,680.3306340005763
SO_11313,112.19779640330796
SO_11319,1007.4864533641831
SO_11327,72.32916175757067
SO_11328,37.39926546776932
SO_11330,70.09554571150761
SO_11337,565.1378660025617
SO_11340,74.79853093553864
SO_11343,362.43598717885317
SO_11346,76.81194759558363
SO_11351,114.21121306335294
SO_11354,251.8716133410458
SO_11355,251.8716133410458
SO_11362,62.09357888219625
SO_11371,162.48265635017822
SO_11374,27.316305822636664
SO_11391,568.6277884188441
SO_11393,27.316305822636664
SO_11395,186.2054770094487
SO_11398,559.772290544821
SO_11399,129.65906405142954
SO_11400,69.9760992229064
SO_11404,268.5390861541471
SO_11409,256.1815762323551
SO_11424,1173.052699128003
SO_11430,158.98617389774358
SO_11434,582.4664087813477
SO_11435,941.3840501497167
SO_11437,53.83271805465897
SO_11443,79.49308694887179
SO_11446,60.327325015703025
SO_11448,293.26317478200076
SO_11450,235.40799964230536
SO_11465,238.47926084661535
SO_11468,436.8498065860108
SO_11474,134.87047599447922
SO_11475,355.5448998640561
SO_11482,47.584048882078946
SO_11484,69.9760992229064
SO_11497,145.61660219533692
SO_11502,139.9521984458128
SO_11507,142.15694710471104
SO_11511,139.9521984458128
SO_11517,142.15694710471104
SO_11518,145.61660219533692
SO_11520,145.61660219533692
SO_11527,142.15694710471104
SO_11528,47.584048882078946
SO_11534,145.61660219533692
SO_11539,231.2663928181795
SO_11545,586.5263495640015
SO_11546,79.49308694887179
SO_11557,145.61660219533692
SO_11559,347.889903642151
SO_11561,291.23320439067385
SO_11571,73.10148543875344
SO_11572,130.30643502275564
SO_11574,189.8071893992819
SO_11579,145.2589838178116
SO_11581,134.5621024587163
SO_11592,130.30643502275564
SO_11593,40.161950965433434
SO_11595,267.98277342354015
SO_11601,189.8071893992819
SO_11602,110.49017388113118
SO_11607,390.87792012129125
SO_11612,146.20297087750689
SO_11614,83.48188454244392
SO_11623,530.8516593762644
SO_11626,324.9729531232087
SO_11638,287.6804012654345
SO_11652,134.5621024587163
SO_11653,120.4858528963003
SO_11655,166.96376908488784
SO_11656,260.6128700455113
SO_11658,130.30643502275564
SO_11660,130.30643502275564
SO_11662,287.6804012654345
SO_11680,188.24603489731888
SO_11696,376.49206979463776
SO_11711,47.19018099244638
SO_11717,49.83
SO_11745,128.6554970954921
SO_11747,467.4129094813586
SO_11756,628.9513924475574
SO_11757,65.47879840863997
SO_11762,236.47649128647635
SO_11771,374.2198023654093
SO_11775,65.47879840863997
SO_11776,78.82549709549211
SO_11785,235.57152198054288
SO_11802,49.83
SO_11821,83.58188028112782
SO_11828,655.5113305251435
SO_11833,497.77270947894056
SO_11839,418.90339895583895
SO_11842,70.60361721661182
SO_11843,104.72584973895974
SO_11849,393.04685973998073
SO_11852,192.33240848163504
SO_11869,127.6596664653697
SO_11887,81.61919822979641
SO_11914,115.58821386801881
SO_11922,161.29143371957966
SO_11937,252.11144611424402
SO_11942,399.12127280754385
SO_12006,418.83408019638375
SO_12008,678.3549479782794
SO_12018,79.31961253058299
SO_12024,167.504388220218
SO_12031,97.96210981779264
SO_12034,76.64700709307384
SO_12036,202.6766355164414
SO_12040,79.31961253058299
SO_12043,97.96210981779264
SO_12053,87.40034585418316
SO_12073,38.32350354653692
SO_12079,237.62393112255026
SO_12080,87.40034585418316
SO_12085,132.28992242680712
SO_12094,1148.0830607492826
SO_12095,137.10253834261013
SO_12098,293.88632945337787
SO_12114,332.78440757423385
SO_12118,59.96767363577703
SO_12123,97.96210981779264
SO_12126,1226.9203086002533
SO_12127,400.76703583237344
SO_12133,430.09634988724747
SO_12134,87.40034585418316
SO_12137,245.38406172005068
SO_12140,349.60138341673263
SO_12141,195.92421963558527
SO_12142,255.15518413709106
SO_12146,271.2742914079485
SO_12149,304.2783177582207
SO_12150,47.064873298288234
SO_12152,141.70761818174878
SO_1216,106.33610261897395
SO_12161,490.76812344010136
SO_12162,77.88821545450524
SO_12163,258.69093294625816
SO_12164,245.38406172005068
SO_12167,37.54558346407147
SO_12169,37.54558346407147
SO_12173,116.21171900104216
SO_12182,380.7915638546564
SO_12185,245.38406172005068
SO_12189,116.21171900104216
SO_12190,333.97252986031117
SO_12191,155.7764309090105
SO_12193,167.504388220218
SO_12198,112.63675039221441
SO_12207,552.6461981894319
SO_12212,155.7764309090105
SO_12213,335.008776440436
SO_12214,97.96210981779264
SO_12219,580.3928381604867
SO_12220,66.79450597206224
SO_12222,249.17017116556886
SO_12223,412.8884499402687
SO_12225,58.44012436938087
SO_12226,245.38406172005068
SO_12227,265.4664980380106
SO_12231,158.79802174048217
SO_12244,272.76280152615897
SO_12246,77.88821545450524
SO_12249,343.3461715378433
SO_12259,317.59604348096434
SO_12264,158.63922506116597
SO_12270,490.76812344010136
SO_12272,335.008776440436
SO_12280,63.200505259725524
SO_12286,94.12974659657647
SO_12287,141.70761818174878
SO_12288,981.5362468802027
SO_12291,38.32350354653692
SO_12292,1116.0383177582207
SO_12294,38.32350354653692
SO_12295,158.79802174048217
SO_12297,304.2783177582207
SO_12301,476.39406522144657
SO_12303,510.8505597580613
SO_12308,926.9386147763695
SO_12313,235.83736477832525
SO_12314,116.21171900104216
SO_12315,252.8020210389021
SO_12327,167.504388220218
SO_12333,155.7764309090105
SO_12335,66.79450597206224
SO_1234,112.57425310844965
SO_12340,155.7764309090105
SO_12341,77.88821545450524
SO_12350,405.6166355164414
SO_12362,38.32350354653692
SO_12367,405.6166355164414
SO_12371,47.064873298288234
SO_12372,97.96210981779264
SO_12373,490.76812344010136
SO_12376,211.6095349573901
SO_12377,141.70761818174878
SO_12381,292.3649962032637
SO_12384,167.504388220218
SO_12385,202.94
SO_12389,58.44012436938087
SO_12390,279.3236426095152
SO_12392,343.3461715378433
SO_12393,283.41523636349757
SO_12394,113.41467047467987
SO_12395,245.38406172005068
SO_12398,174.80069170836632
SO_12399,273.99754060855594
SO_12404,293.88632945337787
SO_12405,58.44012436938087
SO_12414,153.29401418614768
SO_12423,400.76703583237344
SO_12426,275.6782704792439
SO_12428,38.32350354653692
SO_12429,587.7726589067557
SO_12430,245.38406172005068
SO_12431,194.0999344555474
SO_12432,141.70761818174878
SO_12435,141.70761818174878
SO_12436,38.32350354653692
SO_12439,335.008776440436
SO_12457,490.76812344010136
SO_12461,678.3549479782794
SO_12463,333.97252986031117
SO_12464,77.88821545450524
SO_12466,913.0983177582207
SO_12467,376.03616785034524
SO_12470,116.21171900104216
SO_12471,1767.6497080907234
SO_12475,22.422090171705563
SO_12476,97.96210981779264
SO_12477,114.97051063961077
SO_12479,194.0999344555474
SO_12482,58.44012436938087
SO_12483,87.40034585418316
