customer_id,gmv_total,gmv_multi_order,gmv_multi_order_ratio
Customer_0,7886.968967555175,811.8668116520037,0.10293774642600989
Customer_1,9137.207397536342,1580.8480338290228,0.17301216499203748
Customer_10,11045.295313287215,780.0593156072046,0.07062367220447358
Customer_100,11212.820863503113,598.6119385546365,0.05338638205690713
Customer_1000,8841.06944088406,1800.3012122395105,0.20362934872045182
Customer_1001,11813.492543726396,1239.5700005356798,0.10492832631396197
Customer_1002,5451.77805673716,236.45898246270642,0.04337281892290109
Customer_1003,7773.725601632882,116.21171900104216,0.01494929522295355
Customer_1004,10095.472125847753,771.4814153333158,0.07641855732116458
Customer_1005,22199.791322852663,3933.4187641981002,0.1771826909088557
Customer_1006,13306.048421313444,1655.183879952428,0.12439334560824064
Customer_1007,5187.557685637479,1019.0777274631952,0.19644653403752263
Customer_1008,21739.14585517207,2468.217976960006,0.11353794640339007
Customer_1009,4276.272437897343,225.39467834540602,0.0527082129632118
Customer_101,8341.278347292,991.6879022653704,0.11888919911026856
Customer_1010,5610.674164754682,212.93335899795352,0.037951474768498465
Customer_1011,8036.058821026491,370.7779573915214,0.04613927867493631
Customer_1012,7131.788227045602,,
Customer_1013,8268.71342036017,1462.9430694930243,0.17692511460015034
Customer_1014,14554.497211215912,2540.4077698638475,0.1745445227682734
Customer_1015,10377.626168133123,418.74581084105796,0.04035082821993654
Customer_1016,21443.560862609833,3626.2168131130074,0.16910516104794318
Customer_1017,15584.794010320877,4302.089372920041,0.2760440317703926
Customer_1018,13890.91763279122,1318.2075461722418,0.09489708174933316
Customer_1019,8409.632940044292,606.0336215421129,0.07206421800603832
Customer_102,7880.989514636271,710.2159574011165,0.09011761227218114
Customer_1020,3832.875609884561,,
Customer_1021,18882.64179373244,2159.7381367150224,0.11437690553616743
Customer_1022,9872.41386082394,468.9970331484505,0.04750581162420075
Customer_1023,10065.812432750887,1049.92741346428,0.10430627636654118
Customer_1024,8160.150677642553,1763.2056018994608,0.21607512796673584
Customer_1025,14670.160740009016,2806.221911589834,0.19128774124039416
Customer_1026,14525.93952436788,2638.262600859666,0.18162423135755648
Customer_1027,13990.697137903142,1627.6262506144776,0.11633632224122453
Customer_1028,17462.149837118584,361.5643393519321,0.020705602845267623
Customer_1029,5945.1594844092515,232.69155849613202,0.03913966632961634
Customer_103,7651.712685793807,162.80520734438258,0.021276962953228395
Customer_1030,10142.347972620093,126.0275243826945,0.012425872660148688
Customer_1031,6461.950064592266,1764.0735934976485,0.2729939996230778
Customer_1032,18964.681476229303,2391.3696210719927,0.12609595495022585
Customer_1033,15104.69709385018,3029.737050224872,0.20058244342141873
Customer_1034,14219.412761752492,3056.7672705176215,0.2149714142021211
Customer_1035,10376.727034840047,1481.4352767544215,0.14276517747652762
Customer_1036,17420.913312669032,2341.2650866011045,0.13439393472548097
Customer_1037,10820.434671951349,549.306503291882,0.05076565960106855
Customer_1038,12612.049876227376,2997.659348039236,0.23768216724939892
Customer_1039,7931.270094275421,839.0175694619704,0.10578602915913189
Customer_104,11203.654603764599,2358.1113833189247,0.21047697976395696
Customer_1040,4973.946061832029,834.4266064317458,0.16775948031177595
Customer_1041,4815.026987887713,,
Customer_1042,20037.605437819213,3570.2986989389224,0.17817990827388477
Customer_1043,8348.136042351793,528.1804324263992,0.06326926510862214
Customer_1044,11075.740537726584,1322.4828074046254,0.11940355616854124
Customer_1045,15869.334157060486,924.6343187290578,0.05826547664683683
Customer_1046,7605.789458072563,683.3671375107,0.08984828482011081
Customer_1047,10047.911488735344,1009.2157450103334,0.10044034983207797
Customer_1048,11957.031969278385,2128.708515389064,0.17802984226005486
Customer_1049,10525.59820882533,860.6176825916712,0.08176425372859802
Customer_105,12115.88371700674,748.3935534865902,0.06176962167737631
Customer_1050,5712.62967947391,293.88632945337787,0.05144501673359695
Customer_1051,12854.525036845025,1960.7209407147575,0.1525315742973566
Customer_1052,13809.67458474111,993.8396691455379,0.07196691442995139
Customer_1053,8331.365381611333,,
Customer_1054,9827.579723264576,1482.6082530598162,0.15086199194600028
Customer_1055,9217.639070843077,96.24736140618485,0.010441650043624646
Customer_1056,22813.033873088978,5763.737028770443,0.2526510529390631
Customer_1057,17899.481973134476,6694.93797986373,0.37402970599441
Customer_1058,6081.638746454524,587.0390384504258,0.096526456589132
Customer_1059,9673.762817740007,1488.6015757361035,0.15388030529405433
Customer_106,16117.160377809776,3533.918599616181,0.21926434413854354
Customer_1060,11657.563444813495,1104.9818892294306,0.09478669315937048
Customer_1061,6422.604087812722,1953.3453190661887,0.3041360314849204
Customer_1062,7053.519192946635,76.84996499414969,0.010895265596072663
Customer_1063,8572.505657729935,1249.2986841916158,0.14573320031175574
Customer_1064,10921.061024336706,1034.1472985671744,0.09469293288103238
Customer_1065,6272.7837701415065,346.7327613165246,0.05527573945191207
Customer_1066,9660.665225506104,1223.8133223357947,0.12668002604051332
Customer_1067,10028.821221884135,923.0829960681214,0.09204302037549932
Customer_1068,9799.858385275576,1449.5608674307332,0.14791651169252798
Customer_1069,13697.813516980874,1936.1374535409632,0.1413464602318302
Customer_107,6295.94887379423,869.32685678941,0.13807717855013543
Customer_1070,12175.403910883137,1701.0141013929494,0.13970904898460715
Customer_1071,22969.41625502056,2298.8200378481856,0.10008177884562997
Customer_1072,4967.687158910178,,
Customer_1073,10124.29789653239,1239.6108330129346,0.12243918992521012
Customer_1074,4033.516012854587,,
Customer_1075,12217.837695119048,1210.3634595802723,0.09906527568816904
Customer_1076,7195.631723975492,496.94169731018735,0.06906158018821364
Customer_1077,11650.334951216719,1700.9454037912474,0.1459996996578718
Customer_1078,6293.754297797356,290.09066977940194,0.04609183264127833
Customer_1079,10410.84241098214,1333.3330675920736,0.12807158296677063
Customer_108,7118.709447227595,1506.1765779250295,0.21158000464699608
Customer_1080,7319.3006574592455,253.9096623337142,0.03469042661541029
Customer_1081,24822.168182738995,6637.907099620941,0.26741850473146234
Customer_1082,8047.369224427371,1719.7037102057213,0.21369762741662832
Customer_1083,6078.469050525031,,
Customer_1084,11336.665494798426,400.326119319686,0.03531251049996726
Customer_1085,13485.867303026414,1527.168582949122,0.11324214814173683
Customer_1086,14143.141727286737,5308.328561557038,0.3753288105227383
Customer_1087,9281.84695355016,1066.5939216429992,0.11491181948815088
Customer_1088,5710.962482984834,,
Customer_1089,9714.783169948609,1449.9440506002538,0.14925130342439996
Customer_109,10665.976312721732,2074.4071676706544,0.1944882593819777
Customer_1090,8108.539516409993,933.9853033817358,0.11518539207850494
Customer_1091,13645.373836119728,3196.3946476162278,0.23424749559849153
Customer_1092,9758.695640816162,911.926032291093,0.09344753293431177
Customer_1093,9622.006993709343,737.5027961437808,0.0766475015686378
Customer_1094,5384.949574293311,861.2338585349773,0.15993350479015406
Customer_1095,6473.74857997464,161.72596939619115,0.024981811912878564
Customer_1096,7550.039693384165,516.717181019629,0.06843900191311712
Customer_1097,12746.890326424234,2063.0460384687203,0.1618470062609731
Customer_1098,11143.331553891565,963.2833203106063,0.08644482268628188
Customer_1099,10990.103352808503,2838.5430491175007,0.2582817429457673
Customer_11,4465.5529379099935,320.12038039807294,0.07168661638303149
Customer_110,8302.12758234439,483.80400141517646,0.058274700866323935
Customer_1100,4147.0436925753365,309.1566497819193,0.07454868400239385
Customer_1101,13395.575529301994,3032.4845588319376,0.22637956481963503
Customer_1102,4744.350415728217,294.2951717392385,0.06203065666557995
Customer_1103,10506.152985851844,431.97564309266704,0.04111644325705031
Customer_1104,16867.009589431877,410.3323084182834,0.024327507863360645
Customer_1105,8019.711294117391,1114.0342194345708,0.13891201049241458
Customer_1106,8551.102852578904,160.64448188671844,0.018786405058649258
Customer_1107,9688.7446920282,1786.5653969682517,0.18439596188742793
Customer_1108,12551.57769894606,2080.990257945627,0.16579511419670895
Customer_1109,5235.345848788691,480.6078070934293,0.09180058413994334
Customer_111,8293.49387171065,1603.9677481414178,0.1934007274801997
Customer_1110,6835.587204546106,582.4312609603597,0.08520573924841533
Customer_1111,4909.288520039173,106.35465560993262,0.021663965190842762
Customer_1112,5364.881671967623,27.8012403335605,0.0051820789410559585
Customer_1113,18721.345380421244,3114.3874578560512,0.16635489568570608
Customer_1114,8913.390261814668,1278.5996575130857,0.1434470633458808
Customer_1115,4874.148116333644,668.7660091027024,0.1372067473414721
Customer_1116,15215.533408802889,1596.2969761005897,0.10491232434723965
Customer_1117,2783.1428257278653,,
Customer_1118,5877.553780789166,897.5663630260597,0.15271087198891534
Customer_1119,8164.14576029459,358.80944013842793,0.04394941622471484
Customer_112,10331.733724196467,1625.1428645812832,0.15729623971776102
Customer_1120,9189.046262328098,792.5090364381822,0.08624497187343526
Customer_1121,6120.475887888383,684.0413966478566,0.11176277942724756
Customer_1122,8879.531171413017,568.2767966358776,0.06399851362258878
Customer_1123,11083.743044783887,1100.8376601389714,0.09932002715066873
Customer_1124,8832.829180875291,2081.902006158605,0.23570047190160862
Customer_1125,9373.846820116469,646.0506881919878,0.06892055103840077
Customer_1126,4151.185020356004,337.8366021953369,0.0813831714410947
Customer_1127,9609.282723350021,1897.0261235651108,0.19741599640475174
Customer_1128,15112.91554822969,1536.5560784420004,0.10167171738228835
Customer_1129,21161.157923116898,4794.109416196946,0.2265523197556103
Customer_113,11420.341917027226,1208.239125728328,0.10579710612051788
Customer_1130,10546.170556868938,670.0714170979464,0.06353694106165533
Customer_1131,19291.14679060941,4031.184945540991,0.2089655420331621
Customer_1132,15703.906137994389,701.3658504571533,0.04466187229432382
Customer_1133,7118.540877898814,86.693520774616,0.012178552074312933
Customer_1134,13987.271280529822,4090.3352537542396,0.29243268195190836
Customer_1135,9566.755628282886,1606.0822296778413,0.16788159874489372
Customer_1136,12377.475361933857,1539.5322872447787,0.12438176948261298
Customer_1137,8286.802011921955,751.5357211653665,0.09069068140932489
Customer_1138,9212.472749931194,804.1486075357741,0.08728911654493417
Customer_1139,9830.075809807739,1843.3643675438504,0.18752290452375503
Customer_114,7510.05878506845,459.3567107732818,0.06116552798316013
Customer_1140,10730.744559188272,1400.483631320301,0.13051131947047676
Customer_1141,7291.022828646748,182.88387306476133,0.025083431688926083
Customer_1142,8618.61508070915,2576.3136273137834,0.2989243170959436
Customer_1143,5933.509282842279,,
Customer_1144,3301.8423178815838,769.0475030726523,0.23291466673249936
Customer_1145,5878.296612207166,,
Customer_1146,7546.215025452796,1907.9141876825283,0.2528306152484765
Customer_1147,11999.96616966809,4126.043183095823,0.34383790127051217
Customer_1148,12258.940546357459,3245.1819031510418,0.26471960532635863
Customer_1149,4758.407624676455,532.4155203392119,0.11188943073690814
Customer_115,13578.27807083756,1395.930842440979,0.10280617580214814
Customer_1150,12800.813625261137,2475.6330895873557,0.19339654197463974
Customer_1151,8518.248584239858,881.726240343792,0.10351027345869297
Customer_1152,3991.4151657994794,681.9926916491131,0.1708648845884991
Customer_1153,5466.894773127452,366.2693283977823,0.06699769130333018
Customer_1154,18278.44687805622,3746.6965687970314,0.204978934687008
Customer_1155,7263.242120548158,1061.8310682510976,0.14619243729286022
Customer_1156,14075.91432046229,1755.4454842814143,0.1247127145218202
Customer_1157,1863.9420830412344,,
Customer_1158,9013.745832258033,1872.6837028382101,0.20775865413647726
Customer_1159,9327.952453906653,811.76,0.08702445729770263
Customer_116,8830.993201313657,171.02834133368816,0.0193668296911662
Customer_1160,13008.303303936755,801.3300988862636,0.061601431037032625
Customer_1161,6768.31235762486,154.8600051701559,0.022880150469961384
Customer_1162,7793.092848749004,1137.9546517855817,0.14602092825934357
Customer_1163,11364.255607427627,606.4131928704949,0.05336145312273211
Customer_1164,8338.696195797242,909.7146132753995,0.10909554586410064
Customer_1165,2169.7971941720352,,
Customer_1166,11951.567709298673,2593.0966787113484,0.21696707426037862
Customer_1167,6907.085335910952,169.12101791428753,0.024485149623822148
Customer_1168,5262.247730688559,1040.2352018950403,0.19767887319872085
Customer_1169,9223.778117926247,1889.55839553023,0.2048573124127853
Customer_117,5885.708234228974,1470.5518408346122,0.24985129780685672
Customer_1170,5975.932995009729,353.6038520764456,0.05917132142742004
Customer_1171,3841.923573915786,158.97060417229045,0.0413778673921573
Customer_1172,7053.37959652033,612.1029300080879,0.0867815097191223
Customer_1173,3798.5435770946356,,
Customer_1174,15707.574164829157,2690.2394920007646,0.17127020784816552
Customer_1175,10756.885277128687,2565.755104459572,0.23852212219041566
Customer_1176,6227.160438183726,546.8051464964647,0.08780970908402533
Customer_1177,4100.023580330836,,
Customer_1178,9546.650688130048,1402.8233393557061,0.14694403149158108
Customer_1179,5789.346158245204,354.4680194167971,0.06122764293718432
